직무코드,직무대분류,직무중분류,직무소분류,상세분류,산업,캠프명
해외영업-N/A-뷰티/생활,영업/고객상담,해외영업,해외영업,N/A,뷰티/생활,글로벌 화장품 해외영업 人이 되어 보기: 신규 영업부터 제품 런칭까지
해외영업-N/A-산업무관,영업/고객상담,해외영업,해외영업,N/A,산업무관,대기업 해외영업 담당자와 실무체험 : 신규 거래처 발굴부터 수주(오더) 입력까지
해외영업-N/A-산업무관,영업/고객상담,해외영업,해외영업,N/A,산업무관,대기업 S사 해외사업팀 현직자와 신규시장 개척하기
해외영업-N/A-산업무관,영업/고객상담,해외영업,해외영업,N/A,산업무관,"해외영업과 신규시장 진출, 실무에서는 어떻게 이루어질까?"
해외영업-N/A-산업무관,영업/고객상담,해외영업,해외영업,N/A,산업무관,석유화학 제조업 현직자와 함께 하는 해외 영업 실무
해외영업-N/A-산업무관,영업/고객상담,해외영업,해외영업,N/A,산업무관,정유사 해외영업 직무에서 진짜로 하는 일을 알려드립니다
해외영업-N/A-유통/물류,영업/고객상담,해외영업,해외영업,N/A,유통/물류,"중국유통채널, 대형할인점 영업실무 : 행사협상부터 계약관리까지"
해외영업-N/A-자동차,영업/고객상담,해외영업,해외영업,N/A,자동차,해외영업 담당자가 실제로 하는 일을 직접 경험해보세요!
해외영업-N/A-자동차,영업/고객상담,해외영업,해외영업,N/A,자동차,"중견기업, 대기업 해외영업 실무 과제 체험"
해외영업-N/A-제조업,영업/고객상담,해외영업,해외영업,N/A,제조업,해외영업 현직자와 함께 시장분석부터 전략수립까지! 직무 역량 쌓기!
해외영업-N/A-통신,영업/고객상담,해외영업,해외영업,N/A,통신,해외영업 현직자와 글로벌 해외 영업의 실무 역량을 쌓으세요
해외영업-N/A-통신,영업/고객상담,해외영업,해외영업,N/A,통신,"해외영업,국제개발 협력사업,  통신사 현직자와 함께하면 어렵지않아요!"
해외영업-N/A-통신,영업/고객상담,해외영업,해외영업,N/A,통신,해외영업 담당자는 어떻게 글로벌 고객과 협상하고 계약을 체결할까?
해외영업-N/A-패션,영업/고객상담,해외영업,해외영업,N/A,패션,매출 2조 기업 현직자와 함께하는 의류 벤더 패션 취업과 수출업의 모든 것
무역-N/A-무역,유통/물류/무역,무역,무역,N/A,무역,"10년차 무역전문가와 AI가 전하는, 미래형 무역 인재를 위한 무역 실무 체험"
무역-N/A-무역,유통/물류/무역,무역,무역,N/A,무역,실무에 직접 쓰이는 서류로 진짜 무역 실무 이해하기
무역-N/A-무역,유통/물류/무역,무역,무역,N/A,무역,무역 프로세스 완벽 이해하기 : 서류 작성부터 클레임 대처까지
무역-N/A-무역,유통/물류/무역,무역,무역,N/A,무역,대기업 무역 담당자와 함께 무역 수출입 업무 체험하기 : FTA 이해
무역-N/A-무역,유통/물류/무역,무역,무역,N/A,무역,"외국계 물류팀, SCM팀을 준비하는 취준생! 수출입통관 직무 경험하기!"
무역-N/A-유통/물류,유통/물류/무역,무역,무역,N/A,유통/물류,왕초보를 위한 선적 입문클래스 : 물류 1도 몰라도 괜찮아요 !
무역-N/A-유통/물류,유통/물류/무역,무역,무역,N/A,유통/물류,해외소싱 업무로 알아보는 무역 수입 실무의 A to Z
물류유통-N/A-유통/물류,유통/물류/무역,물류유통,물류유통,N/A,유통/물류,현직자와 함께 신규 물류센터 운영계획 수립하기
물류유통-N/A-유통/물류,유통/물류/무역,물류유통,물류유통,N/A,유통/물류,9년차 현직자와 함께하는 물류 실무 체험 : 수출입부터 창고 물류까지
물류유통-국제-유통/물류,유통/물류/무역,물류유통,물류유통,국제,유통/물류,"강물류, 수출입물류 현장업무 A~Z 경험하기"
물류유통-택배-유통/물류,유통/물류/무역,물류유통,물류유통,택배,유통/물류,아마존﹒쿠팡﹒마켓컬리의 본질은 라스트마일(택배)! 물류기획 직무 파헤치기
물류유통-포워딩-유통/물류,유통/물류/무역,물류유통,물류유통,포워딩,유통/물류,대한민국을 움직이는 물류산업: 포워더/포워딩영업+일반 직무준비 꿀팁 완벽분석!
간호사-N/A-병원,의료,간호사,간호사,N/A,병원,신규 간호사가 초기에 직면하는 어려운 과제 미리보기
HRD/교육-N/A-산업무관,인사총무,HRD/교육,HRD/교육,N/A,산업무관,요즘 HRD가 궁금해?  - Data Driven HRD 맛보기
HRM/인사관리-HRM/인사관리-에너지/화학,인사총무,HRM/인사관리,HRM/인사관리,HRM/인사관리,에너지/화학,다른 곳에서 쌓을 수 없는 HRM 실무 경험을 쌓으세요
HRM/인사관리-N/A-산업무관,인사총무,HRM/인사관리,HRM/인사관리,N/A,산업무관,"인사(HRM) 담당자의 하루일과 경험하기: 채용, 노무, 조직문화, 평가"
HRM/인사관리-N/A-자동차,인사총무,HRM/인사관리,HRM/인사관리,N/A,자동차,직원 채용의 A to Z 실무 체험 : HRM의 개념 깊이 있게 이해하기
HRM/인사관리-N/A-제약/바이오,인사총무,HRM/인사관리,HRM/인사관리,N/A,제약/바이오,인사담당자가 되어 조직설계 및 인사제도 기획하기
노무사-노무사-산업무관,인사총무,노무사,노무사,노무사,산업무관,현직 노무사 멘토와 함께 4가지 노무사 실무 루틴 경험하기!
비서-N/A-IT,인사총무,비서,비서,N/A,IT,인사총무 업무를 병행하는 임원 비서 실무 체험
비서-로펌-회계/컨설팅,인사총무,비서,비서,로펌,회계/컨설팅,국내 대형로펌 비서가 실제로 하는 일 : 민사 사건 절차부터 일정관리까지
인사-HRD/교육-건설/중공업,인사총무,인사,인사,HRD/교육,건설/중공업,대기업 현직자가 실무로 알려주는 최근 HRD트렌드와 기업교육의 현실
인사-HRD/교육-산업무관,인사총무,인사,인사,HRD/교육,산업무관,대기업 교육담당자가 하는 업무는 무엇일까?
인사-HRM/인사관리-산업무관,인사총무,인사,인사,HRM/인사관리,산업무관,대기업 채용담당자와 함께하는 자소서 문항 설계와 인사 직무 정복하기
인사-HRM/인사관리-산업무관,인사총무,인사,인사,HRM/인사관리,산업무관,입사지원서 설계부터 직무조사표 작성까지 채용실무로 배우는 인사 직무
인사-HRM/인사관리-산업무관,인사총무,인사,인사,HRM/인사관리,산업무관,"외국계 HRM, 현직자와 함께라면 어렵지 않아요!"
인사-HRM/인사관리-산업무관,인사총무,인사,인사,HRM/인사관리,산업무관,인사담당자가 되어 채용부터 인사기획까지 HRM실무 수행하기
인사-N/A-공기업,인사총무,인사,인사,N/A,공기업,"공기업 인사담당자가 되어 직무교육부터 노사관리, 성과급설계 실무하기"
인사-N/A-교육/출판,인사총무,인사,인사,N/A,교육/출판,현직자에게 배우는 인사(HR)의 A to Z
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,HR팀장에게 인사업무를 배우고 실제적인 인사기획을 해보기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,현직 인사 담당자가 함께하는 진짜 HR 실무 경험해보기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,취업준비를 위한 '진짜 인사채용 실무' 시뮬레이션
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,"요즘 시장에서 가장 핫한 ""Recruiter"" A부터 Z까지 알아가기"
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,직접 인사담당자가 되어 현업 인사이슈 대응을 고민해보는 직무 경험
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,교육과정 개발 실무로 인사 HRD 직무 깊이 이해하기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,대기업 HRD 차장에게 배우는 육성제도 및 교육프로그램 기획 실습
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,HR에서 중요한 Agenda를 가지고 인사담당자처럼 고민하고 정리해보기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,대기업 인사담당자와 함께 인사 HRM 모든 파트 실무 과제 기획해보기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,HR  실무(채용 - 교육 - 평가 - 보상- 조직문화) 체험하기
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,대기업 인재개발원 현직자와 함께하는 HRD 실무 체험
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,교육과정 개발을 해봐야 HRD 업무를 깊이 이해하고 잘 할 수 있어요
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,"컴팩트 인사노무, 넓고 굵게 이해하는 대기업 인사 업무"
인사-N/A-산업무관,인사총무,인사,인사,N/A,산업무관,인사마스터와 함께하는 인사 전반 실무 체험
인사-N/A-자동차,인사총무,인사,인사,N/A,자동차,글로벌대기업 조직문화 담당자와 조직진단과 변화 만들기
인사-N/A-전자/기계,인사총무,인사,인사,N/A,전자/기계,채용담당자가 되어 직접 올해 하반기 공개채용 기획해보기
인사-인사기획-산업무관,인사총무,인사,인사,인사기획,산업무관,인정받는 HRer가 되기 위한 인사 기획 최신 트렌드 체험하기
인사-채용-산업무관,인사총무,인사,인사,채용,산업무관,신입 인사팀원이 수행하게 될 '채용업무'로 배우는 인사 직무
CS강사-N/A-은행,전문특수직,CS강사,CS강사,N/A,은행,"CS강사 업무 체험 : 비즈니스 매너, 컴플레인 응대, 강의안 작성 등"
미술치료사-N/A-문화/공연,전문특수직,미술치료사,미술치료사,N/A,문화/공연,"미술치료사 실무 체험 : 프로그램 기획, 내담자 분석, 보고서 작성 등"
미술치료사-N/A-병원,전문특수직,미술치료사,미술치료사,N/A,병원,장애아동 사례 중심 미술치료사 직무 이해하기
사회복지사-N/A-비영리,전문특수직,사회복지사,사회복지사,N/A,비영리,"사업, 프로그램 기획하며 사회복지사 직무 경험해보기"
심리상담사-N/A-정부/공공기관,전문특수직,심리상담사,심리상담사,N/A,정부/공공기관,직장심리상담사 실무 체험: 심리검사부터 직무스트레스관리까지
영양사-N/A-식음료,전문특수직,영양사,영양사,N/A,식음료,영양사는 식단만 짜는 직업일까? 영양사 업무 A부터 Z까지 체험하기
의료통역 코디네이터-N/A-병원,전문특수직,의료통역 코디네이터,의료통역 코디네이터,N/A,병원,국제진료센터 의료통역 코디네이터 실무 프로세스 체험하기
진로상담사-N/A-정부/공공기관,전문특수직,진로상담사,진로상담사,N/A,정부/공공기관,대학교 취업지원부서 직업상담사와 진로·취업 상담 직무 경험하기
큐레이터-N/A-문화/공연,전문특수직,큐레이터,큐레이터,N/A,문화/공연,큐레이터의 실제 전시 준비 프로세스 체험
큐레이터-N/A-문화/공연,전문특수직,큐레이터,큐레이터,N/A,문화/공연,전시기획 실무로 큐레이터 직무 이해하기
선행품질-2차전지-에너지/화학,품질,선행품질,선행품질,2차전지,에너지/화학,2차전지 품질 직무 체험하기 : 선행품질 검증부터 불량 분석까지
선행품질-N/A-자동차,품질,선행품질,선행품질,N/A,자동차,품질 담당자가 개발 단계에 있는 자동차 품질을 향상시키는 방법
품질-2차전지-에너지/화학,품질,품질,품질,2차전지,에너지/화학,전기자동차 배터리(2차전지) Validation 실무 체험하기
품질-2차전지-에너지/화학,품질,품질,품질,2차전지,에너지/화학,글로벌 2차전지 제조업 품질담당은 어떤 업무들을 수행할까?
품질-2차전지-에너지/화학,품질,품질,품질,2차전지,에너지/화학,(삭제된 캠프)
품질-GMP-제약/바이오,품질,품질,품질,GMP,제약/바이오,GMP 전체를 보는 눈과 핵심 개념으로 제약공장 품질(QA/QC)업무알기
품질-GMP-제약/바이오,품질,품질,품질,GMP,제약/바이오,제약&바이오 산업 신입사원이 수행하는 GMP QA/QC 직무 체험 !
품질-N/A-IT,품질,품질,품질,N/A,IT,대기업 IT 품질관리자는 어떤 일을 할까? IT 품질관리 실무 체험
품질-N/A-IT,품질,품질,품질,N/A,IT,IT 서비스 업체에서의 품질 및 프로세스 엔지니어 직무 체험하기
품질-N/A-반도체,품질,품질,품질,N/A,반도체,"대기업 반도체 품질 직무 체험 : 8대 공정, 사고 Tracking 실무"
품질-N/A-반도체,품질,품질,품질,N/A,반도체,외국계 반도체 대기업 현직자와 함께하는 품질 실무 A to Z
품질-N/A-반도체,품질,품질,품질,N/A,반도체,대기업/글로벌 반도체기업 엔지니어와 함께하는 실무체험
품질-N/A-식음료,품질,품질,품질,N/A,식음료,컨설턴트 멘토님과 함께하는 식품 품질(QA/QC) 실무 체험
품질-N/A-식음료,품질,품질,품질,N/A,식음료,"실제 사례 활용을 통한 식품 안전, Audit 업무 체험 하기"
품질-N/A-식음료,품질,품질,품질,N/A,식음료,팀장님과 함께하는 식품 품질 실무 체험 : 위생법부터 표시 라벨 작성까지
품질-N/A-자동차,품질,품질,품질,N/A,자동차,제조업 품질 현직자와 함께하는 품질 실무(APQP 프로세스) 경험 쌓기!
품질-N/A-자동차,품질,품질,품질,N/A,자동차,전문가가 낱낱이 파헤쳐 주는 제조업과 자동차 품질 프로세스 A to Z
품질-N/A-자동차,품질,품질,품질,N/A,자동차,국내 자동차 글로벌 대기업 현직자에게 배우는 제조업 품질 업무
품질-N/A-자동차,품질,품질,품질,N/A,자동차,품질직무 담당자는 어떻게 고객을 만족시키고 신뢰를 얻을까?
품질-N/A-제약/바이오,품질,품질,품질,N/A,제약/바이오,제약회사 실무 업무 및 전반적인 공정 FLOW 및 GMP 인증 알아보기
품질-N/A-제조업,품질,품질,품질,N/A,제조업,"실무에서 쓰는  불량대책서, 품질절차서 작성으로 배우는 품질실무"
품질-System분석-반도체,품질,품질,품질,System분석,반도체,고객불량 대응을 통해 경험하는 반도체 품질 엔지니어 실무
품질-안전-식음료,품질,품질,품질,안전,식음료,식품안전 팀장급 현직자와 함께 식품안전 업무 체험하기
품질관리-N/A-식음료,품질,품질관리,품질관리,N/A,식음료,식품 품질관리 팀장과 함께하는 신입사원 실무 체험기
품질관리-N/A-식음료,품질,품질관리,품질관리,N/A,식음료,식품 품질관리 업무 체험 : 제품 분석 및 생산현장 관리 업무
품질관리-N/A-식음료,품질,품질관리,품질관리,N/A,식음료,식품 산업 품질관리 직무(품질개선 및 식약처 대응업무 등) 체험하기
품질관리-N/A-식음료,품질,품질관리,품질관리,N/A,식음료,"현직 식품 품질 전문가와 식품 품질(QC, QA, QM) 직무 체험하기"
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,제약/바이오 대기업 현직자와 함께하는 품질관리 직무 완벽 이해
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,제약업계 품질관리 직무체험 : 분석기기의 원리부터 DI 이슈까지
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,5주간 바이오/제약 회사의 품질관리 담당자가 되어 직무 체험하기!
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,제약회사 현직자와 함께하는 품질관리/보증 실무 (4M관리)
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,"실무 체험을 통해 제약회사 품질관리, 분석연구원(학사급) 차이점 알아보기"
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,대기업 현직자와 제약/바이오 품질관리 실무체험: 실험부터 일탈처리까지
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,제약/바이오 현직자와 미생물 QC 직무 체험하기
품질관리-N/A-제약/바이오,품질,품질관리,품질관리,N/A,제약/바이오,제약업계 현직 팀장과 함께 품질관리 이해 및 밸리데이션 추진보고서 작성
품질보증-GMP -제약/바이오,품질,품질보증,품질보증,GMP ,제약/바이오,cGMP이해를 통한 Global 바이오/제약 품질보증(QA)직무 이해하기
품질보증-N/A-건설/중공업,품질,품질보증,품질보증,N/A,건설/중공업,글로벌 대기업 D선박제조사 현직자가 알려주는 '품질' 직무
품질보증-N/A-식음료,품질,품질보증,품질보증,N/A,식음료,식품 품질보증팀 실무 체험하기 : 라벨 표시부터 대응 방안 수립까지
품질보증-N/A-자동차,품질,품질보증,품질보증,N/A,자동차,자동차 전장사업 품질 베테랑과 함께하는 품질보증 실무 체험!
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,"제약 품질보증(QA) 핵심 실무 핀셋 경험 : 실사계획, 기록서 작성 등"
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,바이오의약품 품질보증 실무 체험 :  SOP 및 제품표준서 작성 등
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,15년차 이상 현직자와 제약 품질보증(QA) 실무 체험하기
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,대기업 바이오 관계사 품질보증팀이 되어 제조소 실사 준비
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,적격성평가와 공정밸리데이션 디자인으로 배우는 제약 품질보증 실무
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,현직자가 제.대.로 알려주는 제약회사 QA직무
품질보증-N/A-제약/바이오,품질,품질보증,품질보증,N/A,제약/바이오,신입 의료기기 QA 담당자를 위한 실무 체험
승무원-N/A-항공,항공,승무원,승무원,N/A,항공,안 해본 사람은 알 수 없는 승무원의 찐한 리얼 스토리 A부터 Z까지!
승무원-N/A-항공,항공,승무원,승무원,N/A,항공,국내 LCC 사무장과 함께하는 승무원 업무 및 상황별 롤플레잉 체험!
영업마케팅-N/A-항공,항공,영업마케팅,영업마케팅,N/A,항공,외항사 일반직 Sales&MKTG 직무 이해하기
운항-N/A-항공,항공,운항,운항,N/A,항공,직접 날아보자! 현직 파일럿과 함께 운항승무원 업무 체험 및 이해
지상직-N/A-항공,항공,지상직,지상직,N/A,항공,여객부터 카고까지 현직자만 알려줄 수 있는 지상직의 50가지 매력!
지상직-N/A-항공,항공,지상직,지상직,N/A,항공,미리 받아보는 지상직 신입교육
지상직-N/A-항공,항공,지상직,지상직,N/A,항공,LIR 해석 방법과 실제상황 대응으로 배우는 항공사 지상직 실무체험
항공정비-N/A-항공,항공,항공정비,항공정비,N/A,항공,"정비 매뉴얼 해독, A CHECK 수행 등으로 배우는 항공정비 실무"
항공정비-N/A-항공,항공,항공정비,항공정비,N/A,항공,"항공정비전문가와 함께하는 항공전자 실무체험: 회로도 작성,제작,이슈 대응"
