직무코드,직무대분류,직무중분류,직무소분류,상세분류,산업,캠프명
공정기술-N/A-반도체,생산/제조,공정기술,공정기술,N/A,반도체,반도체 포토 공정기술 현직자와 함께하는 공정기술 실무 체험하기
공정기술-N/A-반도체,생산/제조,공정기술,공정기술,N/A,반도체,반도체 제조 양산 공정기술 엔지니어와 함께 실제 실무 A to Z 체험하기
공정기술-N/A-반도체,생산/제조,공정기술,공정기술,N/A,반도체,반도체 Photo 공정기술 엔지니어와 함께하는 진짜 현업 엔지니어 실무
공정기술-etch공정-반도체,생산/제조,공정기술,공정기술,etch공정,반도체,반도체 ETCH 공정기술 엔지니어가 들려주는 생생한 ETCH 현업이야기
공정기술-etch공정-반도체,생산/제조,공정기술,공정기술,etch공정,반도체,반도체 공정 issue 경험을 통한 반도체 etch 공정 엔지니어 체험
공정기술-etch공정-반도체,생산/제조,공정기술,공정기술,etch공정,반도체,현직자와 함께 반도체 ETCH 공정기술/개발 직무 체험하기
공정기술-photo공정-반도체,생산/제조,공정기술,공정기술,photo공정,반도체,"노광기, 공정 불량 분석 등을 통해 Photo 공정기술 실무체험하기"
공정기술-photo공정-반도체,생산/제조,공정기술,공정기술,photo공정,반도체,반도체 Photo공정기술 Engineer의 필수 지식 및 업무 체험해보기
공정기술-photo공정-반도체,생산/제조,공정기술,공정기술,photo공정,반도체,대기업 반도체 공정기술 Photo Lithography 이해하기
공정기술-photo공정-반도체,생산/제조,공정기술,공정기술,photo공정,반도체,반도체 공정기술 엔지니어의 포토 공정 실제 업무 체험하기
공정기술-스마트팩토리-산업무관,생산/제조,공정기술,공정기술,스마트팩토리,산업무관,14년차 현직자와 함께하는 제조업 스마트팩토리 실무 체험
공정기술-신제품개발-반도체,생산/제조,공정기술,공정기술,신제품개발,반도체,반도체 대기업 현직자와 함께 제조기술/생산 직무 이해하기
공정기술-증착공정-반도체,생산/제조,공정기술,공정기술,증착공정,반도체,반도체 PECVD 공정개발 실무를 통해 증착 공정 엔지니어가 되어보자
공정기술-증착공정-반도체,생산/제조,공정기술,공정기술,증착공정,반도체,현업 툴 실습! 석사 출신 반도체 증착 공정 엔지니어와 실무 수행하기
공정기술-증착공정-반도체,생산/제조,공정기술,공정기술,증착공정,반도체,5주 동안 CVD 공정 기술 엔지니어와 함께 현장 실무 경험하기
공정기술-증착공정-반도체,생산/제조,공정기술,공정기술,증착공정,반도체,반도체 공정개발 엔지니어가 되어보자 : 공정 issue별 분석/보고 체험
공정기술-증착공정-반도체,생산/제조,공정기술,공정기술,증착공정,반도체,5주간 대기업 CVD 공정기술 엔지니어가 되어 현업 과제 해결하기
공정기술-패키징-반도체,생산/제조,공정기술,공정기술,패키징,반도체,반도체 후 공정 기술 엔지니어와 함께 공정기술 핵심 실무 경험하기
공정설계-N/A-건설/중공업,생산/제조,공정설계,공정설계,N/A,건설/중공업,Global EPC사 현직자와 함께 하는 공정설계 실무
공정설계-N/A-건설/중공업,생산/제조,공정설계,공정설계,N/A,건설/중공업,대기업 조선해양사 현직자와 함께하는 기본설계 프로세스 실무 체험
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,반도체 공정설계 직무 제품별 Process Integration
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,실무로 배우는 반도체 공정설계 Process Integration
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,"""제품의 주인"" 공정설계 Process Integration 직무 체험"
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,반도체 공정 설계 : 개발 프로세스 체험 및 데이터 분석 역량 기르기
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,비전공자도 할 수 있는 반도체 공정설계 직무 체험
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,대기업 반도체 공정설계 엔지니어 직무이해 및 실무 경험하기
공정설계-N/A-반도체,생산/제조,공정설계,공정설계,N/A,반도체,전반적 FINFET 공정 설계 업무 프로세스 이해 및 핵심 업무 체험하기
공정설계-설계/소자-반도체,생산/제조,공정설계,공정설계,설계/소자,반도체,대기업 반도체 공정설계/소자 엔지니어와 함께하는 직무 체험
공정설계-설계/소자-반도체,생산/제조,공정설계,공정설계,설계/소자,반도체,대기업 반도체사 Etch 공정 엔지니어와 함께하는 소자 패터닝 실무체험
공정제조기술-N/A-반도체,생산/제조,공정제조기술,공정제조기술,N/A,반도체,국내 일류 두 반도체 회사 출신 멘토와의 양산기술&설비엔지니어 직무체험
생산관리-N/A-반도체,생산/제조,생산관리,생산관리,N/A,반도체,반도체 화학소재 공정/생산관리 실무 체험 : 원/부자재 관리부터 공정개선까지
생산관리-N/A-뷰티/생활,생산/제조,생산관리,생산관리,N/A,뷰티/생활,현직자가 직접 알려주는 생산관리의 A to Z
생산관리-N/A-에너지/화학,생산/제조,생산관리,생산관리,N/A,에너지/화학,정유/석유화학/소재 생산관리 현직자와 함께 하는 공정 분석/개선
생산관리-N/A-에너지/화학,생산/제조,생산관리,생산관리,N/A,에너지/화학,반도체케미칼/정유/가스/석유화학 생산관리 주요 실무 체험
생산관리-N/A-에너지/화학,생산/제조,생산관리,생산관리,N/A,에너지/화학,정유 생산관리/기술 모두 경험한 현직자와 생산관리 실무하기
생산관리-N/A-자동차,생산/제조,생산관리,생산관리,N/A,자동차,자동차 생산관리 전문가가 만든 인턴 과정 - 생산관리 기초부터 심화까지
생산관리-N/A-자동차,생산/제조,생산관리,생산관리,N/A,자동차,자동차 생산관리 직무 체험 : 고객 계약부터 차량 인도까지 실무 경험
생산관리-N/A-자동차,생산/제조,생산관리,생산관리,N/A,자동차,자동차 대기업 현직자에게 직접 배우는 생산 관리 실무
생산관리-N/A-제약/바이오,생산/제조,생산관리,생산관리,N/A,제약/바이오,제약업계 현직 팀장과 함께 운영효율화 전략 수립
생산관리-N/A-제약/바이오,생산/제조,생산관리,생산관리,N/A,제약/바이오,제약업계 생산관리 현직자와 함께하는 생산기획/공정관리 실무 AtoZ
생산기술-N/A-방산,생산/제조,생산기술,생산기술,N/A,방산,방산 대기업 현직자와 함께하는 무기체계 생산기술 직무 체험
생산기술-N/A-산업무관,생산/제조,생산기술,생산기술,N/A,산업무관,"해외 주재원, 승진, 연봉인상 기회가 많은 생산기술 직무 이해하기"
생산기술-N/A-에너지/화학,생산/제조,생산기술,생산기술,N/A,에너지/화학,화학공장 엔지니어와 함께하는 생산기술 실무 체험
생산기술-N/A-에너지/화학,생산/제조,생산기술,생산기술,N/A,에너지/화학,현직자에게 배우는 배터리 생산공정의 이해와 실무
생산기술-N/A-자동차,생산/제조,생산기술,생산기술,N/A,자동차,대기업 생산기술 공정설계 실습 및 신차 개발 프로세스 이해하기-인턴체험
생산기술-N/A-자동차,생산/제조,생산기술,생산기술,N/A,자동차,대기업 자동차 생산관리/기술 핵심업무 경험하기
생산기술-N/A-자동차,생산/제조,생산기술,생산기술,N/A,자동차,완성차 생산기술 현직자와 함께하는 생산기술 직무 뽀개기
생산기술-N/A-자동차,생산/제조,생산기술,생산기술,N/A,자동차,생산기술 현직자와 함께 공정  효율화를 위한 개선방안 수립하기
생산기술-N/A-자동차,생산/제조,생산기술,생산기술,N/A,자동차,대학에서 알려주지 않는 자동차 엔지니어의 생산기술 직무에 대해 알려드립니다
생산기술-N/A-제조업,생산/제조,생산기술,생산기술,N/A,제조업,철강제철 P사 생산기술직 현직자와 함께 하는 실무 체험
생산기술-N/A-제조업,생산/제조,생산기술,생산기술,N/A,제조업,스마트팩토리 엔지니어 직무체험: 공정 분석부터 MES 설계까지
생산기술-생산관리-제조업,생산/제조,생산기술,생산기술,생산관리,제조업,대기업 현직자와 알기 쉽게 이해하는 생산기술 생산관리의 핵심
설비-N/A-반도체,생산/제조,설비,설비,N/A,반도체,반도체 ETCH/이온주입 설비 엔지니어와 실무 경험 쌓기
설비-N/A-뷰티/생활,생산/제조,설비,설비,N/A,뷰티/생활,"설비 담당자와 함께 실제 설비보전, 개선업무 프로세스 경험하기!"
설비-N/A-에너지/화학,생산/제조,설비,설비,N/A,에너지/화학,배터리(2차전지) 설비기술 현직자와 조립공정 업무 실무 체험하기
설비-N/A-자동차,생산/제조,설비,설비,N/A,자동차,"대기업 현직자와 제조업 설비보전, 설비기술 업무 경험하기"
설비관리-N/A-건자재,생산/제조,설비관리,설비관리,N/A,건자재,매출 10조 이상 글로벌 기업 정비엔지니어가 전하는 설비보전 업무
설비기술-N/A-반도체,생산/제조,설비기술,설비기술,N/A,반도체,반도체 장비 엔지니어 A to Z: 대기업/외국계 현직자와 실무 경험
설비기술-N/A-반도체,생산/제조,설비기술,설비기술,N/A,반도체,반도체 설비기술 엔지니어 업무 프로세스/과제
설비기술-N/A-반도체,생산/제조,설비기술,설비기술,N/A,반도체,반도체 ETCH장비 설비기술 엔지니어와 현업 실무 체험하기
설비기술-공정/설비-반도체,생산/제조,설비기술,설비기술,공정/설비,반도체,반도체 대기업 출신 멘토와 함께하는 설비엔지니어 직무 현장체험
설비기술-설비기술-반도체,생산/제조,설비기술,설비기술,설비기술,반도체,최연소 파트장 멘토와 함께하는 반도체 장비&8대 공정 Thin Film
HW개발-N/A-전자/기계,연구개발,HW개발,HW개발,N/A,전자/기계,국내 대기업 현직 HW 연구개발자와 함께하는 신제품 개발 과정
HW개발-N/A-전자/기계,연구개발,HW개발,HW개발,N/A,전자/기계,"HW설계 연구원 기획부터 양산까지 사이클 체험 : 기획, 양산, 설계변경"
HW개발-회로설계-자동차,연구개발,HW개발,HW개발,회로설계,자동차,대기업 HW 연구개발자와 함께하는 설계 캠프
HW개발-회로설계-자동차,연구개발,HW개발,HW개발,회로설계,자동차,자동차 회사 현직 연구원과 함께 하는 회로 설계 실무로 직무 역량 파악하기
HW개발-회로설계-자동차,연구개발,HW개발,HW개발,회로설계,자동차,대기업 현직자와 함께하는 아날로그 회로 설계 캠프
HW개발-회로설계-제조업,연구개발,HW개발,HW개발,회로설계,제조업,HW개발 엔지니어가 알려주는 회로 개발 직무의 커리어
기구설계-N/A-제조업,연구개발,기구설계,기구설계,N/A,제조업,"제품 기구설계 연구원 사이클 체험 : 개발계획, 양산, 설계 변경 등"
불량분석-N/A-반도체,연구개발,불량분석,불량분석,N/A,반도체,반도체 저수율 개선 업무에 대한 직무 경험하기
불량분석-N/A-반도체,연구개발,불량분석,불량분석,N/A,반도체,반도체 불량 분석 엔지니어 직무 체험 : 불량 분석 프로세스의 A to Z
불량분석-N/A-반도체,연구개발,불량분석,불량분석,N/A,반도체,대기업 반도체 현직자와 함께하는 반도체 불량분석 직무 친해지기
불량분석-N/A-반도체,연구개발,불량분석,불량분석,N/A,반도체,Python 데이터 분석을 통한 반도체 불량 Loss 개선 실무
불량분석-N/A-반도체,연구개발,불량분석,불량분석,N/A,반도체,석사 출신 반도체 측정분석 엔지니어와 현업 데이터로 실무 수행하기
설계-N/A-자동차,연구개발,설계,설계,N/A,자동차,"제품 설계부터 설계 검토, 양산 검토까지 설계 엔지니어 실무"
설계-N/A-자동차,연구개발,설계,설계,N/A,자동차,자동차 설계 직무 경험 : 신제품 선정부터 설계 사양 확정까지
설계-N/A-전자/기계,연구개발,설계,설계,N/A,전자/기계,Pixel 설계 및 검토로 Panel 설계 직무 체험해보기
설계-모터설계-전자/기계,연구개발,설계,설계,모터설계,전자/기계,설계 엔지니어 실무 체험 : 모터 전자계 설계 기초부터 개발 계획서 작성까지
설계-배터리 팩-에너지/화학,연구개발,설계,설계,배터리 팩,에너지/화학,전기차 배터리 팩 설계 엔지니어 실무 개발 AtoZ
설계-소자-반도체,연구개발,설계,설계,소자,반도체,누구도 알려주지 않는 반도체소자 설계 (PI/PA/TD) 실무 체험
설계-팹리스-반도체,연구개발,설계,설계,팹리스,반도체,팹리스 엔지니어와 함께하는 반도체 설계(디자인하우스) 업무 이해하기
설계-회로설계-반도체,연구개발,설계,설계,회로설계,반도체,RTL Logic 설계를 통해 전문 반도체 디지털 회로설계 직무 이해 높이기
설계-회로설계-반도체,연구개발,설계,설계,회로설계,반도체,시스템반도체 회로 설계 현직자와 함께 직무 이해 높이기
설계-회로설계-반도체,연구개발,설계,설계,회로설계,반도체,CHIP설계의 모든 것! 아날로그/디지털/레이아웃 회로설계 직무 이해하기
설계-회로설계-반도체,연구개발,설계,설계,회로설계,반도체,반도체 회로설계 현직자와 실무체험을 통해 직무이해 높이기
설계-회로설계-반도체,연구개발,설계,설계,회로설계,반도체,블럭 설계를 통한 아날로그 회로설계 직무 이해하기
시험평가-N/A-전자/기계,연구개발,시험평가,시험평가,N/A,전자/기계,배터리 시스템의 품질을 책임지는 시험평가 실무 AtoZ 이해하기
연구개발-2차전지-제조업,연구개발,연구개발,연구개발,2차전지,제조업,대기업과 스타트업 모두 경험한 셀개발자와 2차전지 개발 & PM 실무 경험하기
연구개발-CRA연구개발-제약/바이오,연구개발,연구개발,연구개발,CRA연구개발,제약/바이오,글로벌 제약회사 CRA 직무 현직자와 함께하는 실무 체험
연구개발-N/A-반도체,연구개발,연구개발,연구개발,N/A,반도체,반도체 공정 R&D와 양산기술 실무 : DATA 분석과 공정 이력조사
연구개발-N/A-반도체,연구개발,연구개발,연구개발,N/A,반도체,반도체 공정 엔지니어링 이해하고 공정 개발 / 공정 기술 핵심업무 경험하기
연구개발-N/A-뷰티/생활,연구개발,연구개발,연구개발,N/A,뷰티/생활,화장품 연구원의 실무는 무엇일까요? 제품 전성분 작성부터 신제형 제안까지
연구개발-N/A-뷰티/생활,연구개발,연구개발,연구개발,N/A,뷰티/생활,연구원 경력자와 함께 하는 소비재 제품연구개발 실무
연구개발-N/A-식음료,연구개발,연구개발,연구개발,N/A,식음료,식품 연구개발 직무의 이해 : 신제품 컨셉 기획부터 사후 관리까지
연구개발-N/A-식음료,연구개발,연구개발,연구개발,N/A,식음료,식품대기업 R&D연구원과 식품유형별 기획부터 출시까지 실무체험
연구개발-N/A-식음료,연구개발,연구개발,연구개발,N/A,식음료,"식품 연구개발 실무 체험 : 제품 기획, 레시피 개발, 관리규격 설정 등"
연구개발-N/A-식음료,연구개발,연구개발,연구개발,N/A,식음료,식품 연구개발 직무 : 라면 스프 개발 프로세스의 이해 및 실무
연구개발-N/A-식음료,연구개발,연구개발,연구개발,N/A,식음료,편의점용 베이커리 연구 개발 직무의 A to Z 체험하기
연구개발-N/A-에너지/화학,연구개발,연구개발,연구개발,N/A,에너지/화학,배터리(2차 전지) 연구개발 실무 과제를 통한 이론적/현장적 기본 지식 함양하기
연구개발-N/A-에너지/화학,연구개발,연구개발,연구개발,N/A,에너지/화학,"연료전지, 수소제조용 촉매 과제를 통해 연구개발 직무 이해하기"
연구개발-N/A-에너지/화학,연구개발,연구개발,연구개발,N/A,에너지/화학,배터리(2차 전지) 개발 과제를 통해 연구개발 직무 이해하기
연구개발-N/A-자동차,연구개발,연구개발,연구개발,N/A,자동차,자동차 전장 개발 현직자와 함께 하는 연구개발 실무
연구개발-N/A-자동차,연구개발,연구개발,연구개발,N/A,자동차,엔지니어적 판단이 매우 중요한  원가관리 직무 이해하기
연구개발-N/A-자동차,연구개발,연구개발,연구개발,N/A,자동차,"연구개발 직무, 제대로 알기 어려웠죠? 현직자가 도와줄게요."
연구개발-N/A-자동차,연구개발,연구개발,연구개발,N/A,자동차,자동차 신소재 연구팀에서 실제로 하는 연구개발 수행하기
연구개발-N/A-전기전선,연구개발,연구개발,연구개발,N/A,전기전선,"통신 프로토콜부터 모니터링 시스템 분석, 설계까지! 시스템 연구개발 경험하기"
연구개발-N/A-전자/기계,연구개발,연구개발,연구개발,N/A,전자/기계,디스플레이 분야 전문가에게 연구개발 실무를 제대로 배우세요
연구개발-N/A-제약/바이오,연구개발,연구개발,연구개발,N/A,제약/바이오,의약품 연구&개발 실무를 통해 배우는 실무자의 관점
연구개발-N/A-제약/바이오,연구개발,연구개발,연구개발,N/A,제약/바이오,바이오 의약품 연구 개발 및 기획 업무의 모든 것
연구개발-구조해석-산업무관,연구개발,연구개발,연구개발,구조해석,산업무관,"해석 업무의 기초와 핵심, CAE 구조해석 실무 AtoZ 경험하기"
연구개발-구조해석-산업무관,연구개발,연구개발,연구개발,구조해석,산업무관,CAE 실무 체험으로 CAE(구조해석) 업무 이해하고 역량 기르기
연구개발-로봇-전자/기계,연구개발,연구개발,연구개발,로봇,전자/기계,로봇 개발 직무 체험 : 수직다관절로봇의 기구/제어
연구개발-설계-자동차,연구개발,연구개발,연구개발,설계,자동차,자동차 산업 현직자와 함께하는 제품 개발 프로세스 실무 체험!
연구개발-신약개발-제약/바이오,연구개발,연구개발,연구개발,신약개발,제약/바이오,제약회사 현직자가 알려주는 연구개발 실무
연구개발-연구개발-전자/기계,연구개발,연구개발,연구개발,연구개발,전자/기계,대기업 배터리시스템 연구개발자를 통해 제대로 배우는 R&D 프로세스 실무
연구개발-임베디드-전자/기계,연구개발,연구개발,연구개발,임베디드,전자/기계,대기업 임베디드 개발자와 함께하는 전기 자동차 임베디드 실무 체험
연구개발-임베디드-제조업,연구개발,연구개발,연구개발,임베디드,제조업,대기업 임베디드 개발자와 자동차/반도체 임베디드 SW개발 실무 경험하기
연구개발-임상시험관리-제약/바이오,연구개발,연구개발,연구개발,임상시험관리,제약/바이오,글로벌 Top 제약회사 CRA(임상시험담당자) 실무 체험하기
연구개발-임상시험관리-제약/바이오,연구개발,연구개발,연구개발,임상시험관리,제약/바이오,제약회사 임상팀 현직자와 함께 CRA 실무 A to Z 체험하기
연구개발-임상시험관리-제약/바이오,연구개발,연구개발,연구개발,임상시험관리,제약/바이오,현직 CRA(임상시험담당자)와 함께 직무 경험하기
연구개발-임상시험관리-제약/바이오,연구개발,연구개발,연구개발,임상시험관리,제약/바이오,글로벌 CRA 현직자와 '임상시험의 퀄리티를 좌우하는' 모니터링 업무 마스터하기
연구개발-제제연구개발-제약/바이오,연구개발,연구개발,연구개발,제제연구개발,제약/바이오,제제연구팀 출신 현직자와 함께 제약회사 연구개발 실무 체험하기
연구개발-제형연구개발-제약/바이오,연구개발,연구개발,연구개발,제형연구개발,제약/바이오,"의약품 연구 개발 실무 모든 것 : 제제연구, 분석연구, QA, QC 등"
연구개발-증착공정-반도체,연구개발,연구개발,연구개발,증착공정,반도체,외국계 반도체 CVD/ALD 증착 공정 엔지니어와 증착 실무 경험하기
연구개발-파워트레인-자동차,연구개발,연구개발,연구개발,파워트레인,자동차,"연구개발 직무, 직접 해봐야 할 수 있어요!"
연구개발-패키지개발-반도체,연구개발,연구개발,연구개발,패키지개발,반도체,반도체 패키지 제품개발 현직자와 함께하는 개발 업무 A to Z
연구개발-패키징-반도체,연구개발,연구개발,연구개발,패키징,반도체,"최근 뜨고있는 반도체의 후공정, 반도체 패키징 제품개발 실무 체험하기"
인허가/개발-N/A-제약/바이오,연구개발,인허가/개발,인허가/개발,N/A,제약/바이오,신약 개발에서 허가까지  바이오/제약 GLOBAL RA업무 이해하기
인허가/개발-N/A-제약/바이오,연구개발,인허가/개발,인허가/개발,N/A,제약/바이오,제약회사 RA 업무 완벽하게 이해하고 체험해보세요
인허가/개발-N/A-제약/바이오,연구개발,인허가/개발,인허가/개발,N/A,제약/바이오,제약회사 현직자가 알려주는 인허가 및 개발 실무
인허가/개발-RA-제약/바이오,연구개발,인허가/개발,인허가/개발,RA,제약/바이오,"제약 RA 현직자 실무 체험 : 신약 허가 준비, 의약품 품목 갱신 등"
인허가/개발-의료기기-제약/바이오,연구개발,인허가/개발,인허가/개발,의료기기,제약/바이오,의료기기 RA실무 기초 다지기 : 의료기기 법구조부터 사후 관리까지
인허가/개발-의료기기-제약/바이오,연구개발,인허가/개발,인허가/개발,의료기기,제약/바이오,글로벌 의료기기 RA직무 체험하기
인허가/개발-의료기기-제약/바이오,연구개발,인허가/개발,인허가/개발,의료기기,제약/바이오,전자의료기기 제조사 RA현직자가 알려 주는 4가지 실무
B2B해외영업-N/A-반도체,영업/고객상담,B2B해외영업,B2B해외영업,N/A,반도체,반도체 B2B 해외영업이란? 기초부터 알아가는 직무 체험
B2B해외영업-N/A-에너지/화학,영업/고객상담,B2B해외영업,B2B해외영업,N/A,에너지/화학,종합상사 해외사업개발 멘토와의 직무 체험 : 시장분석부터 협상까지
B2B해외영업-N/A-에너지/화학,영업/고객상담,B2B해외영업,B2B해외영업,N/A,에너지/화학,2차전지 제조사 해외영업 현직자에게 배우는 B2B 해외영업이 하는 일
B2B해외영업-N/A-제조업,영업/고객상담,B2B해외영업,B2B해외영업,N/A,제조업,수출 전문가와 함께하는 제조업 B2B 해외영업 Process 체험하기
기술영업-N/A-IT,영업/고객상담,기술영업,기술영업,N/A,IT,B2B 세일즈 프로세스를 따라 체계적으로 현직자처럼 영업하기
기술영업-N/A-산업무관,영업/고객상담,기술영업,기술영업,N/A,산업무관,"B2B 기술영업 직무 따라잡기 : 고객 분석부터 제안, 발주, 계약까지"
기술영업-N/A-산업무관,영업/고객상담,기술영업,기술영업,N/A,산업무관,대기업 현직자와 함께하는 AI + B2B 기술영업 깊게 알아가기
기술영업-N/A-에너지/화학,영업/고객상담,기술영업,기술영업,N/A,에너지/화학,이공계 영업 현직자의 기술영업 실무 마스터하기
영업-N/A-교육/출판,영업/고객상담,영업,영업,N/A,교육/출판,B2B 영업 담당자 실무 체험:고객 발굴부터 미팅 카드 작성까지
영업-N/A-뷰티/생활,영업/고객상담,영업,영업,N/A,뷰티/생활,어디서도 경험할 수 없는 화장품 B2B영업의 실무를 배우세요
영업-N/A-산업무관,영업/고객상담,영업,영업,N/A,산업무관,대기업 현직자와 함께 'B2B기술영업 & B2C영업관리' 두마리 토끼잡기
영업-N/A-산업무관,영업/고객상담,영업,영업,N/A,산업무관,당신이 궁금했던 영업마케팅의 A to Z
영업-N/A-산업무관,영업/고객상담,영업,영업,N/A,산업무관,초일류 글로벌 전자회사 현업에서 쓰는 4대 Biz. 모델링으로 영업 실무 이해하기
영업-N/A-산업무관,영업/고객상담,영업,영업,N/A,산업무관,대기업 현직자와 함께하는 B2B영업(국내/해외) 및 수주영업 실무
영업-N/A-식음료,영업/고객상담,영업,영업,N/A,식음료,"입고 제품 현장조사, 판매 행사기획으로 배우는 식품회사 영업 실무"
영업-N/A-식음료,영업/고객상담,영업,영업,N/A,식음료,식품회사의 영업은 무엇이 가장 중요할까요?
영업-N/A-여행사,영업/고객상담,영업,영업,N/A,여행사,기초 자료 분석을 통한 프로모션 기획으로 매출향상하는 영업 실무 체험
영업-N/A-유통/물류,영업/고객상담,영업,영업,N/A,유통/물류,대기업 H유통사 3~5년차 현직자와 함께하는 영업 실무 이해하기
영업-N/A-전자/기계,영업/고객상담,영업,영업,N/A,전자/기계,B2B 전략영업 : 국내영업/해외영업/사업개발 경력자와 신규 사업 개발
영업-N/A-전자/기계,영업/고객상담,영업,영업,N/A,전자/기계,글로벌 가전회사 현직자와 함께하는 영업 직무 이해하기
영업-N/A-전자/기계,영업/고객상담,영업,영업,N/A,전자/기계,판매증진을 담당하는 영업 직무가 알아야 할 4P 프로세스 실무 체험!
영업-N/A-제조업,영업/고객상담,영업,영업,N/A,제조업,K제조업 영업 실무: 시장 분석부터 계약 체결까지
영업-N/A-제조업,영업/고객상담,영업,영업,N/A,제조업,"대기업 현직자와 함께 B2B 국내&해외영업, 영업기획 역량 쌓기"
영업-N/A-통신,영업/고객상담,영업,영업,N/A,통신,통신사 현직자가 알려주는 고객 및 시장분석에 기반한 영업 실무
영업/마케팅-N/A-뷰티/생활,영업/고객상담,영업/마케팅,영업/마케팅,N/A,뷰티/생활,"브랜드관리 신규채널 입점까지, 마케팅의 기초와 핵심 경험하기"
영업/마케팅-N/A-전자/기계,영업/고객상담,영업/마케팅,영업/마케팅,N/A,전자/기계,대기업 사내강사 경력 멘토가 알려주는 영업/마케팅 실무 프로세스 체험하기
영업관리-N/A-뷰티/생활,영업/고객상담,영업관리,영업관리,N/A,뷰티/생활,대기업 영업관리의 실무를 수행하고 준비된 신입사원이 되세요
영업관리-N/A-뷰티/생활,영업/고객상담,영업관리,영업관리,N/A,뷰티/생활,"매출관리부터 신규거래처 개척까지, 영업관리의 기초와 핵심 경험하기"
영업관리-N/A-산업무관,영업/고객상담,영업관리,영업관리,N/A,산업무관,상권분석과 신규거래처 확보 및 프로모션 제안으로 배우는 영업관리 실무
영업관리-N/A-식음료,영업/고객상담,영업관리,영업관리,N/A,식음료,식품 중견기업 현직자와 함께 영업관리 실무 체험하기
영업관리-N/A-유통/물류,영업/고객상담,영업관리,영업관리,N/A,유통/물류,대기업 현직자가 알려주는 유통업 영업 및 영업 관리 실무 체험
영업관리-N/A-유통/물류,영업/고객상담,영업관리,영업관리,N/A,유통/물류,"백화점, 쇼핑몰 영업관리 직무의 실무 경험 쌓기"
영업관리-N/A-유통/물류,영업/고객상담,영업관리,영업관리,N/A,유통/물류,"프랜차이즈 현직자와 점포 컨설팅, 상권분석으로 배우는 영업관리 실무"
영업관리-N/A-유통/물류,영업/고객상담,영업관리,영업관리,N/A,유통/물류,유통업 영업 관리 직무 체험하기 : 실제 현장 답사부터 상사 보고까지
영업관리-N/A-유통/물류,영업/고객상담,영업관리,영업관리,N/A,유통/물류,"편의점 영업관리 입사, 두려워마세요. 상권분석관리 실무 체험"
영업관리-N/A-자동차,영업/고객상담,영업관리,영업관리,N/A,자동차,"영업/영업관리, 직접 경험해야 이해할 수 있어요"
영업관리-N/A-통신,영업/고객상담,영업관리,영업관리,N/A,통신,대기업 현직자와 영업관리 실무를 통해 직무 마스터하기
영업관리/MD-N/A-식음료,영업/고객상담,영업관리/MD,영업관리/MD,N/A,식음료,"편의점 영업관리,MD가 진짜 하는 일이 무엇인지 알려줄게요!"
영업관리/MD-N/A-패션,영업/고객상담,영업관리/MD,영업관리/MD,N/A,패션,"백화점 유통, 브랜드 영업관리 취업준비생이 반드시 갖춰야 할 실무 경험"
영업관리/MD-N/A-패션,영업/고객상담,영업관리/MD,영업관리/MD,N/A,패션,의류&스포츠 의류 영업관리/MD 취업을 위한 실무 경험 쌓기!
영업기획-N/A-건설/중공업,영업/고객상담,영업기획,영업기획,N/A,건설/중공업,"영업기획, 무슨 일을 하는거지? - 직접해봐야 알 수 있습니다"
영업기획-N/A-건설/중공업,영업/고객상담,영업기획,영업기획,N/A,건설/중공업,팀장님이 당신에게만 직접 가르쳐주는 영업기획 실무
영업기획-N/A-식음료,영업/고객상담,영업기획,영업기획,N/A,식음료,식품회사의 영업담당자가 되어 진짜 영업 전략 수립하기
영업기획/영업관리-N/A-식음료,영업/고객상담,영업기획/영업관리,영업기획/영업관리,N/A,식음료,현직자가 실제 현장에서 벌어지는 진짜 영업을 알려드립니다
이커머스영업-N/A-뷰티/생활,영업/고객상담,이커머스영업,이커머스영업,N/A,뷰티/생활,"쿠팡, 아마존 등 100조 이커머스 채널 영업기획&관리 실무"
제약영업-N/A-제약/바이오,영업/고객상담,제약영업,제약영업,N/A,제약/바이오,"어떻게 제약영업 담당자는 의료, 보험, 세일즈 전문가로 인정받을까?"
제약영업-N/A-제약/바이오,영업/고객상담,제약영업,제약영업,N/A,제약/바이오,인턴도 할 수 없는 제약 영업 실무 과제를 수행할 수 있습니다
제약영업/마케팅-N/A-제약/바이오,영업/고객상담,제약영업/마케팅,제약영업/마케팅,N/A,제약/바이오,현직자와 함께 진짜 제약영업/마케팅 실무 체험 : 신입에서 에이스로
제약영업/마케팅-N/A-제약/바이오,영업/고객상담,제약영업/마케팅,제약영업/마케팅,N/A,제약/바이오,"제약회사의 영업/마케팅, 그리고 커리어 패스의 모든 것"
해외영업-N/A-건자재,영업/고객상담,해외영업,해외영업,N/A,건자재,"해외영업 실무, 현직자와 함께하면 어렵지 않아요!"
